custid,age,gender,ms,child,zone,bad
2862,3,1,1,1,17,1
2863,1,2,2,2,16,0
2864,2,2,2,1,12,0
2865,1,1,2,1,12,0
2866,1,2,2,1,16,0
2867,1,1,1,1,3,1
2868,3,2,1,1,14,0
2869,1,2,2,1,2,1
2870,1,2,1,1,15,0
2871,2,1,2,1,6,0
2872,2,2,1,1,14,0
2873,2,1,1,1,5,0
2874,2,1,1,1,11,0
2875,1,1,2,2,19,0
2876,3,1,2,2,5,0
2877,2,2,1,1,6,0
2878,1,2,1,1,1,0
2879,1,2,2,1,18,0
2880,1,2,1,1,17,0
2881,3,1,1,1,14,1
2882,1,2,1,1,9,0
2883,3,2,1,1,5,0
2884,3,2,1,1,3,0
2885,1,2,2,2,8,0
2886,2,2,1,1,12,0
2887,3,1,2,1,14,1
2888,3,1,1,1,20,0
2889,2,1,1,1,6,0
2890,3,2,1,1,1,0
2891,2,2,1,1,19,0
2892,3,2,1,1,19,1
2893,2,2,1,1,15,0
2894,1,1,1,1,6,1
2895,3,1,1,1,14,1
2896,3,2,2,2,4,0
2897,3,1,1,1,5,0
2898,2,1,2,1,2,0
2899,2,1,2,2,7,0
2900,1,1,2,1,2,1
2901,1,2,1,1,9,0
2902,2,1,1,1,16,0
2903,1,1,1,1,1,0
2904,2,2,2,2,11,0
2905,2,2,1,1,1,0
2906,1,1,1,1,4,0
2907,3,1,2,1,5,1
2908,2,1,1,1,14,0
2909,2,2,1,1,19,0
2910,3,2,1,1,11,0
2911,2,1,1,1,20,0
2912,1,2,1,1,3,0
2913,2,1,2,1,12,0
2914,1,1,1,1,2,0
2915,2,1,2,1,13,0
2916,3,1,1,1,10,0
2917,3,2,1,1,19,0
2918,2,2,2,1,4,0
2919,1,1,1,1,11,1
2920,2,1,2,1,19,1
2921,2,2,2,2,5,0
2922,3,2,1,1,7,1
2923,1,2,2,1,17,0
2924,1,2,1,1,19,1
2925,1,1,2,1,16,0
2926,1,2,1,1,4,0
2927,3,2,1,1,7,1
2928,1,1,2,2,5,0
2929,2,1,2,2,13,0
2930,2,1,2,2,13,0
2931,1,2,1,1,10,0
2932,1,1,1,1,12,0
2933,2,1,2,1,16,0
2934,1,1,1,1,16,0
2935,2,2,2,2,14,0
2936,1,1,1,1,16,0
2937,2,1,1,1,11,0
2938,3,2,2,2,13,0
2939,2,1,2,2,9,0
2940,3,1,2,2,4,1
2941,3,2,2,2,2,1
2942,3,1,1,1,20,1
2943,2,1,1,1,13,0
2944,1,1,2,2,9,0
2945,2,2,2,1,12,0
2946,2,2,2,2,9,0
2947,2,1,2,2,12,0
2948,3,2,1,1,3,0
2949,1,2,2,2,20,0
2950,1,1,2,2,9,0
2951,2,2,1,1,7,0
2952,3,2,1,1,7,1
2953,3,2,1,1,4,0
2954,3,2,1,1,16,0
2955,2,1,2,2,17,0
2956,2,2,2,1,11,0
2957,1,2,2,2,13,0
2958,3,2,2,2,6,1
2959,2,1,1,1,5,1
2960,1,1,1,1,4,0
2961,3,1,1,1,9,0
2962,2,1,2,1,3,0
2963,2,1,1,1,10,1
2964,2,1,1,1,18,0
2965,3,1,2,2,5,1
2966,1,2,1,1,20,1
2967,2,2,1,1,1,0
2968,1,2,1,1,14,0
2969,2,1,1,1,1,0
2970,2,2,2,1,6,0
2971,2,2,1,1,1,0
2972,2,1,1,1,16,0
2973,2,2,1,1,12,0
2974,1,1,1,1,4,0
2975,2,2,1,1,5,0
2976,1,2,1,1,12,0
2977,1,2,2,1,10,0
2978,2,1,1,1,3,0
2979,1,1,2,2,12,0
2980,3,1,2,1,20,1
2981,1,2,1,1,19,0
2982,2,1,1,1,14,0
2983,2,1,2,2,18,0
2984,2,1,1,1,8,0
2985,3,2,2,2,7,0
2986,2,2,1,1,5,0
2987,1,1,2,1,7,1
2988,2,1,1,1,4,0
2989,3,2,2,2,4,0
2990,1,1,2,2,1,0
2991,3,2,2,2,2,0
2992,2,1,1,1,5,0
2993,2,2,1,1,17,0
2994,2,2,1,1,16,1
2995,2,2,1,1,16,0
2996,1,1,1,1,3,0
2997,1,1,2,1,12,0
2998,1,2,1,1,7,0
2999,2,2,2,1,10,0
3000,3,2,2,2,7,1
3001,2,2,1,1,12,0
3002,3,2,2,2,15,1
3003,2,2,2,1,7,0
3004,1,1,2,1,5,0
3005,2,1,2,1,19,0
3006,3,1,1,1,1,0
3007,1,1,1,1,12,0
3008,1,1,2,2,2,0
3009,1,2,1,1,1,0
3010,1,1,2,2,18,0
3011,3,1,1,1,14,0
3012,2,1,2,1,12,0
3013,2,1,2,2,3,0
3014,3,2,2,1,19,0
3015,1,1,1,1,3,0
3016,2,1,1,1,9,0
3017,2,2,1,1,3,0
3018,2,1,2,1,9,0
3019,1,1,1,1,12,1
3020,3,2,1,1,19,0
3021,2,2,2,2,18,0
3022,2,1,2,2,7,0
3023,3,2,1,1,7,0
3024,2,1,2,1,12,1
3025,1,2,2,2,17,0
3026,1,1,2,2,3,0
3027,2,2,2,1,18,0
3028,2,2,1,1,16,0
3029,1,2,2,1,7,0
3030,2,1,2,2,18,0
3031,3,2,1,1,8,0
3032,3,2,1,1,17,1
3033,1,1,1,1,19,0
3034,2,1,1,1,5,0
3035,1,1,1,1,20,0
3036,3,2,1,1,6,0
3037,1,2,1,1,17,0
3038,2,2,2,2,16,1
3039,1,2,1,1,3,0
3040,2,1,2,1,3,1
3041,3,2,1,1,5,0
3042,1,2,1,1,16,0
3043,3,2,2,2,6,0
3044,3,2,1,1,17,0
3045,2,1,2,1,2,0
3046,1,1,1,1,19,0
3047,2,1,2,1,8,0
3048,3,2,1,1,14,0
3049,3,1,2,2,5,0
3050,1,2,2,1,11,0
3051,3,1,1,1,19,0
3052,1,2,2,2,19,1
3053,1,1,2,2,8,0
3054,1,1,1,1,8,0
3055,1,1,1,1,4,0
3056,2,1,1,1,20,0
3057,1,1,2,1,7,0
3058,1,1,1,1,14,0
3059,1,2,1,1,7,0
3060,2,2,2,1,6,0
3061,3,2,2,2,19,0
3062,3,1,1,1,14,0
3063,1,1,1,1,20,0
3064,2,1,1,1,15,0
3065,2,2,1,1,17,0
3066,2,1,2,2,3,0
3067,1,2,2,2,20,0
3068,3,1,1,1,16,1
3069,1,2,1,1,11,0
3070,3,1,2,1,6,0
3071,1,2,1,1,18,0
3072,2,2,2,1,15,0
3073,1,2,2,2,1,0
3074,2,1,1,1,19,0
3075,3,2,1,1,16,0
3076,2,2,1,1,20,1
3077,3,2,1,1,2,1
3078,2,1,2,1,14,0
3079,2,1,1,1,15,0
3080,3,2,1,1,19,0
3081,3,1,2,1,9,1
3082,1,1,1,1,18,1
3083,1,2,2,1,1,0
3084,3,1,1,1,18,0
3085,2,2,1,1,13,0
3086,2,2,1,1,7,0
3087,2,1,2,2,15,0
3088,2,2,2,2,5,1
3089,3,2,1,1,9,0
3090,2,1,2,2,16,0
3091,3,1,2,2,6,0
3092,1,2,2,1,16,0
3093,3,2,1,1,13,0
3094,1,2,1,1,18,0
3095,2,2,1,1,17,0
3096,1,2,1,1,3,0
3097,1,1,2,1,3,0
3098,3,2,2,2,5,0
3099,1,2,2,2,19,1
3100,1,2,2,1,6,0
3101,1,2,1,1,4,0
3102,1,2,2,1,7,0
3103,1,1,1,1,5,0
3104,1,1,1,1,20,0
3105,1,2,1,1,8,0
3106,3,2,1,1,16,0
3107,1,2,1,1,17,0
3108,2,2,2,1,17,0
3109,1,2,2,1,17,0
3110,2,1,1,1,11,0
3111,3,1,2,2,16,0
3112,1,1,2,1,14,0
3113,3,1,1,1,15,1
3114,1,2,2,2,5,0
3115,3,2,2,1,7,0
3116,2,1,2,2,4,0
3117,3,2,1,1,19,0
3118,2,2,2,1,14,0
3119,2,2,2,2,4,0
3120,3,2,1,1,19,1
3121,1,2,2,1,16,0
3122,3,1,2,2,20,1
3123,2,2,2,2,14,0
3124,1,1,2,2,12,0
3125,2,1,2,1,7,1
3126,3,2,2,1,6,0
3127,2,2,2,2,17,0
3128,1,2,2,1,16,0
3129,3,2,1,1,5,0
3130,2,2,1,1,5,0
3131,3,1,1,1,13,0
3132,1,1,2,2,13,1
3133,2,1,2,1,19,1
3134,2,1,1,1,15,0
3135,2,2,1,1,2,0
3136,2,1,2,1,14,0
3137,2,1,1,1,9,0
3138,3,2,1,1,9,0
3139,2,2,2,2,11,1
3140,1,2,1,1,2,1
3141,2,2,1,1,4,0
3142,3,2,1,1,18,0
3143,1,2,2,2,9,0
3144,2,2,2,1,7,1
3145,2,1,2,1,7,0
3146,1,2,1,1,19,1
3147,3,1,1,1,11,0
3148,2,2,1,1,14,0
3149,2,1,2,2,17,0
3150,3,2,1,1,10,0
3151,2,1,2,2,7,0
3152,2,2,1,1,3,0
3153,2,1,1,1,14,0
3154,1,1,1,1,14,0
3155,2,1,2,2,8,1
3156,2,2,1,1,6,1
3157,1,2,2,1,4,0
3158,3,2,1,1,19,1
3159,2,2,1,1,4,0
3160,3,2,1,1,3,0
3161,3,2,2,2,7,0
3162,3,2,2,1,12,0
3163,2,1,2,1,16,0
3164,1,1,1,1,5,0
3165,3,1,1,1,3,0
3166,1,1,2,1,6,0
3167,2,2,2,2,20,0
3168,2,2,1,1,7,0
3169,2,1,1,1,1,0
3170,3,2,1,1,16,0
3171,1,1,1,1,3,0
3172,1,2,1,1,15,0
3173,2,1,2,1,14,0
3174,3,1,1,1,6,0
3175,1,1,2,2,2,0
3176,3,2,1,1,13,0
3177,3,1,1,1,10,0
3178,3,2,1,1,5,0
3179,2,2,1,1,4,0
3180,3,1,2,2,18,0
3181,2,2,1,1,4,0
3182,2,2,1,1,1,0
3183,1,1,1,1,10,0
3184,2,1,1,1,5,0
3185,3,2,2,2,11,1
3186,2,2,2,2,13,0
3187,2,2,1,1,2,0
3188,1,2,2,1,15,0
3189,1,2,1,1,9,0
3190,1,1,2,1,3,0
3191,1,1,1,1,1,0
3192,3,1,2,2,18,1
3193,1,2,1,1,16,0
3194,2,2,2,1,1,0
3195,3,2,1,1,7,1
3196,1,1,2,1,2,0
3197,1,2,1,1,13,0
3198,1,2,2,2,7,0
3199,1,2,2,1,14,0
3200,1,2,1,1,18,1
3201,1,1,2,2,3,0
3202,2,1,1,1,8,0
3203,3,1,1,1,2,0
3204,1,2,2,2,10,1
3205,2,2,1,1,18,0
3206,3,2,1,1,19,0
3207,3,2,2,1,6,0
3208,3,2,1,1,10,0
3209,1,2,1,1,14,0
3210,1,2,1,1,18,0
3211,1,1,2,2,11,0
3212,2,1,2,2,7,0
3213,3,1,1,1,7,0
3214,1,1,1,1,12,1
3215,2,2,2,2,17,1
3216,1,2,1,1,12,0
3217,3,2,2,2,4,0
3218,3,1,2,1,7,0
3219,1,1,2,1,2,1
3220,2,2,1,1,18,0
3221,1,2,1,1,2,1
3222,2,1,2,1,7,0
3223,1,2,2,2,6,0
3224,3,2,2,1,11,0
3225,2,2,2,2,12,1
3226,3,2,1,1,20,0
3227,2,1,2,1,16,0
3228,2,1,1,1,20,0
3229,1,1,2,1,2,1
3230,3,1,2,2,19,0
3231,1,2,2,1,9,1
3232,1,2,1,1,7,0
3233,1,2,1,1,8,0
3234,2,1,2,1,7,0
3235,2,2,1,1,17,0
3236,3,2,1,1,9,0
3237,3,1,1,1,14,0
3238,1,1,2,2,18,0
3239,2,2,2,1,15,0
3240,3,1,1,1,12,0
3241,1,2,1,1,5,0
3242,3,2,2,1,19,0
3243,2,1,2,1,5,0
3244,1,1,1,1,3,1
3245,3,2,1,1,9,1
3246,2,2,1,1,3,0
3247,1,1,2,2,18,0
3248,3,2,1,1,4,0
3249,2,2,1,1,8,1
3250,2,1,2,2,15,1
3251,3,1,1,1,19,0
3252,3,2,2,1,19,0
3253,1,1,2,2,18,0
3254,1,2,1,1,13,0
3255,1,2,2,1,13,0
3256,3,2,1,1,19,0
3257,1,1,2,1,7,0
3258,3,2,2,2,16,0
3259,2,2,2,1,20,0
3260,1,2,2,2,6,0
3261,3,2,1,1,12,0
3262,1,2,1,1,15,0
3263,3,1,1,1,19,0
3264,3,1,2,2,5,0
3265,3,2,1,1,15,0
3266,3,1,1,1,12,0
3267,3,2,1,1,4,0
3268,1,2,1,1,3,0
3269,3,1,1,1,11,0
3270,1,2,2,2,16,1
3271,1,1,1,1,6,1
3272,2,1,1,1,3,0
3273,2,1,1,1,7,0
3274,2,2,1,1,6,0
3275,2,2,1,1,7,0
3276,1,2,2,1,19,0
3277,2,1,1,1,6,1
3278,3,2,2,1,1,0
3279,3,1,1,1,11,0
3280,2,1,1,1,15,0
3281,3,1,1,1,18,0
3282,2,2,1,1,18,1
3283,3,2,2,2,17,0
3284,2,1,2,1,1,0
3285,2,2,1,1,6,0
3286,1,1,1,1,8,0
3287,1,2,2,2,3,1
3288,1,2,1,1,8,0
3289,2,1,2,2,9,0
3290,2,2,1,1,16,0
3291,2,1,2,1,13,0
3292,1,2,1,1,13,1
3293,1,1,2,1,3,0
3294,2,2,2,1,7,0
3295,1,1,1,1,18,1
3296,1,1,1,1,7,1
3297,2,2,2,1,1,0
3298,1,1,2,2,11,0
3299,2,1,2,2,20,0
3300,3,1,2,1,4,0
3301,2,1,1,1,15,0
3302,1,2,1,1,2,1
3303,3,1,1,1,5,0
3304,1,2,2,2,15,0
3305,2,1,2,2,18,1
3306,3,1,1,1,14,0
3307,2,1,1,1,20,0
3308,2,1,1,1,8,0
3309,1,1,1,1,7,0
3310,1,1,2,2,6,0
3311,2,1,1,1,4,0
3312,3,1,1,1,7,0
3313,3,2,1,1,20,0
3314,3,1,2,2,2,0
3315,1,1,1,1,9,1
3316,2,2,1,1,20,0
3317,1,2,1,1,13,0
3318,2,1,1,1,2,0
3319,3,2,2,2,18,0
3320,3,2,1,1,18,0
3321,2,1,2,2,17,0
3322,3,2,1,1,4,0
3323,1,1,2,2,14,0
3324,1,2,1,1,8,0
3325,2,1,1,1,18,0
3326,2,1,2,1,13,0
3327,2,1,1,1,8,0
3328,1,1,1,1,16,0
3329,2,2,2,1,9,0
3330,3,1,1,1,20,0
3331,3,1,1,1,13,1
3332,3,2,1,1,19,1
3333,1,1,1,1,5,1
3334,3,2,2,1,3,0
3335,1,1,2,1,8,0
3336,3,1,1,1,6,0
3337,1,1,1,1,16,0
3338,1,1,1,1,20,1
3339,2,1,1,1,10,0
3340,2,2,1,1,13,1
3341,1,2,1,1,16,0
3342,3,1,2,2,16,0
3343,3,2,1,1,18,0
3344,3,2,1,1,11,0
3345,1,2,1,1,18,0
3346,2,2,2,2,11,0
3347,1,2,2,1,14,0
3348,1,2,1,1,8,0
3349,3,2,2,2,3,0
3350,2,2,1,1,5,0
3351,3,2,2,2,9,1
3352,1,2,2,2,3,0
3353,1,2,2,1,6,0
3354,1,1,2,2,2,0
3355,2,2,2,2,20,0
3356,1,1,1,1,2,0
3357,2,1,2,2,16,0
3358,2,1,2,2,20,0
3359,1,2,1,1,10,0
3360,1,2,2,1,14,0
3361,3,1,2,1,4,0
3362,2,1,1,1,15,0
3363,2,1,1,1,19,0
3364,3,2,1,1,16,0
3365,1,2,2,1,9,0
3366,2,1,2,2,3,1
3367,1,1,1,1,4,0
3368,1,1,2,1,15,0
3369,1,2,2,2,9,0
3370,2,1,2,2,19,0
3371,1,1,2,1,2,0
3372,1,2,1,1,6,0
3373,1,1,1,1,1,0
3374,1,2,2,2,3,0
3375,1,1,1,1,19,0
3376,3,1,1,1,12,0
3377,1,2,2,2,17,0
3378,1,2,2,1,11,0
3379,1,2,1,1,12,0
3380,2,2,2,1,8,0
3381,2,2,1,1,1,0
3382,3,2,1,1,20,0
3383,3,1,2,1,8,0
3384,2,1,2,2,8,0
3385,1,1,2,2,12,0
3386,3,1,2,1,14,0
3387,2,2,1,1,2,0
3388,1,1,2,2,20,0
3389,2,1,2,2,16,0
3390,3,1,2,1,7,1
3391,1,1,2,1,8,0
3392,2,2,1,1,18,0
3393,3,1,2,1,10,0
3394,2,1,1,1,17,0
3395,1,2,1,1,20,0
3396,3,2,1,1,11,0
3397,1,1,1,1,19,0
3398,1,2,2,2,12,0
3399,2,2,2,1,11,0
3400,3,2,1,1,9,0
3401,3,1,1,1,18,0
3402,3,2,1,1,9,0
3403,3,1,1,1,18,0
3404,3,1,2,2,3,0
3405,2,2,2,1,20,1
3406,2,2,2,1,2,0
3407,2,2,2,1,10,0
3408,1,2,1,1,3,0
3409,1,2,2,2,5,0
3410,2,2,2,1,20,0
3411,2,2,1,1,7,0
3412,3,2,1,1,12,0
3413,1,1,2,1,20,0
3414,1,2,1,1,9,0
3415,2,2,2,1,2,0
3416,2,1,1,1,5,0
3417,2,2,2,2,3,0
3418,1,1,2,2,18,1
3419,3,1,2,2,5,0
3420,3,1,2,1,14,0
3421,3,1,2,1,5,0
3422,1,2,2,2,8,0
3423,1,2,2,2,7,0
3424,2,2,1,1,5,0
3425,3,2,2,2,18,0
3426,1,1,1,1,17,0
3427,2,2,2,2,19,0
3428,1,1,2,2,19,0
3429,1,1,1,1,7,0
3430,1,2,1,1,2,0
3431,1,1,1,1,13,0
3432,3,1,2,2,6,0
3433,1,2,1,1,12,0
3434,1,1,2,1,16,0
3435,2,2,1,1,9,0
3436,1,1,2,1,5,0
3437,2,1,1,1,13,1
3438,1,1,1,1,9,0
3439,2,2,1,1,18,0
3440,3,2,1,1,8,0
3441,3,2,1,1,16,0
3442,1,2,1,1,13,0
3443,2,1,1,1,17,0
3444,1,1,2,1,14,0
3445,3,1,1,1,13,0
3446,2,1,1,1,10,0
3447,3,2,1,1,17,0
3448,2,2,1,1,19,0
3449,2,2,1,1,2,0
3450,3,2,2,2,2,0
3451,2,1,2,2,13,1
3452,1,2,2,1,1,0
3453,2,1,1,1,15,0
3454,2,2,2,1,9,0
3455,2,1,2,1,16,0
3456,1,1,2,1,17,0
3457,2,1,1,1,19,0
3458,2,1,2,2,11,0
3459,3,2,2,2,2,0
3460,2,2,1,1,13,0
3461,3,1,1,1,13,0
3462,1,1,1,1,11,0
3463,3,1,2,1,5,0
3464,3,2,1,1,13,0
3465,1,1,2,2,7,0
3466,1,1,2,2,9,0
3467,1,1,1,1,16,0
3468,1,1,2,1,14,0
3469,3,2,2,2,11,0
3470,3,2,2,1,13,0
3471,3,1,2,1,6,0
3472,1,1,2,1,15,0
3473,3,2,1,1,7,0
3474,3,1,1,1,2,1
3475,3,1,1,1,11,0
3476,3,1,1,1,18,0
3477,2,2,2,1,11,0
3478,2,1,2,1,13,1
3479,1,2,2,2,4,0
3480,2,1,2,1,20,0
3481,3,2,1,1,11,0
3482,3,1,1,1,14,0
3483,1,2,1,1,4,0
3484,2,1,2,1,20,0
3485,3,1,1,1,15,0
3486,2,1,2,1,9,0
3487,2,2,2,2,7,0
3488,2,1,2,2,8,0
3489,3,1,1,1,6,0
3490,2,1,1,1,3,0
3491,2,2,1,1,4,0
3492,1,2,1,1,17,0
3493,3,2,1,1,15,1
3494,3,1,2,2,20,0
3495,3,2,1,1,5,0
3496,1,2,1,1,2,1
3497,3,2,1,1,10,0
3498,3,1,1,1,18,0
3499,2,1,1,1,7,0
3500,3,2,1,1,8,0
3501,1,1,1,1,18,0
3502,2,1,1,1,7,0
3503,2,2,2,1,7,0
3504,1,1,2,1,4,0
3505,2,2,1,1,20,0
3506,1,2,1,1,13,0
3507,2,1,2,2,6,0
3508,1,2,2,1,10,0
3509,1,1,2,1,3,0
3510,3,2,2,2,13,0
3511,3,1,2,2,9,0
3512,1,1,1,1,13,0
3513,2,2,2,1,11,0
3514,2,1,2,1,17,0
3515,1,2,2,2,20,0
3516,1,2,1,1,15,1
3517,1,1,2,1,2,1
3518,2,1,2,2,10,0
3519,2,2,1,1,1,0
3520,2,1,2,2,4,0
3521,1,1,2,2,3,0
3522,2,1,2,1,16,0
3523,1,2,1,1,10,0
3524,1,2,2,1,4,0
3525,1,2,2,2,2,0
3526,3,1,1,1,14,0
3527,3,2,2,1,7,0
3528,1,1,2,1,12,0
3529,3,1,1,1,17,0
3530,2,1,2,1,3,0
3531,2,2,1,1,4,0
3532,3,2,2,1,7,0
3533,3,2,2,1,6,0
3534,1,2,1,1,10,0
3535,1,1,2,2,15,0
3536,1,1,1,1,6,0
3537,1,2,2,1,9,0
3538,1,2,1,1,4,0
3539,2,2,2,2,17,1
3540,2,1,1,1,15,0
3541,3,2,2,1,13,0
3542,3,1,2,2,19,0
3543,3,1,1,1,17,0
3544,1,1,2,2,9,0
3545,3,1,2,2,5,0
3546,2,2,1,1,6,0
3547,1,1,1,1,18,0
3548,2,2,1,1,3,0
3549,2,2,2,1,11,0
3550,1,1,1,1,3,0
3551,2,1,1,1,16,1
3552,1,1,2,2,2,0
3553,1,2,2,2,8,1
3554,2,2,2,1,18,0
3555,2,2,1,1,20,0
3556,2,2,1,1,16,0
3557,1,1,2,2,14,0
3558,2,2,2,2,19,0
3559,1,1,2,1,14,0
3560,1,1,1,1,18,0
3561,2,2,1,1,16,0
3562,3,2,2,2,3,0
3563,1,1,1,1,1,0
3564,1,2,2,1,14,0
3565,1,2,1,1,13,0
3566,1,1,2,2,19,0
3567,2,2,1,1,8,0
3568,3,1,1,1,4,0
3569,3,1,2,1,19,0
3570,1,1,2,2,10,0
3571,1,2,1,1,12,0
3572,3,1,1,1,9,0
3573,2,2,2,2,3,0
3574,1,2,1,1,3,0
3575,3,1,1,1,18,0
3576,3,2,2,1,19,0
3577,3,2,2,1,16,0
3578,1,1,1,1,12,0
3579,3,2,2,2,16,0
3580,2,2,2,1,4,0
3581,3,1,2,2,8,0
3582,2,2,1,1,14,0
3583,2,2,2,2,3,0
3584,3,2,2,2,11,0
3585,1,2,2,1,14,0
3586,3,2,1,1,3,0
3587,3,2,2,1,8,0
3588,2,1,2,1,14,0
3589,1,2,1,1,7,0
3590,3,2,1,1,13,0
3591,3,2,1,1,17,0
3592,3,2,1,1,2,1
3593,2,2,2,1,16,0
3594,2,2,2,1,2,1
3595,1,1,2,2,15,0
3596,3,1,1,1,7,0
3597,3,1,2,2,13,0
3598,2,1,2,1,10,0
3599,1,2,2,1,16,0
3600,2,2,2,1,8,1
3601,1,2,2,1,3,0
3602,3,1,2,1,12,0
3603,3,2,1,1,14,0
3604,3,2,2,2,13,0
3605,3,2,2,1,6,0
3606,2,1,2,2,13,0
3607,3,1,1,1,17,1
3608,1,1,2,1,6,0
3609,3,2,1,1,2,0
3610,1,1,1,1,16,0
3611,2,2,1,1,17,0
3612,3,1,2,2,3,0
3613,1,2,1,1,4,0
3614,3,1,1,1,4,0
3615,1,2,1,1,9,0
3616,1,2,2,1,2,0
3617,1,1,2,2,2,0
3618,3,1,1,1,1,0
3619,1,2,2,2,13,0
3620,1,2,2,1,20,0
3621,1,1,1,1,14,0
3622,1,2,2,1,19,0
3623,1,1,1,1,6,0
3624,3,1,2,1,13,0
3625,3,1,2,2,5,0
3626,2,1,1,1,16,0
3627,1,2,1,1,16,0
3628,2,2,1,1,7,0
3629,2,1,2,1,11,0
3630,2,2,1,1,4,0
3631,2,2,1,1,11,0
3632,1,2,1,1,17,0
3633,3,2,2,1,13,0
3634,3,1,1,1,2,0
3635,3,2,1,1,11,0
3636,1,2,1,1,15,0
3637,2,2,2,1,6,0
3638,3,2,1,1,4,0
3639,1,2,1,1,14,0
3640,1,2,1,1,13,0
3641,1,1,2,1,3,0
3642,1,2,2,2,7,1
3643,1,2,2,2,3,0
3644,1,1,1,1,3,0
3645,1,2,2,1,2,0
3646,2,1,2,2,4,0
3647,3,1,1,1,12,0
3648,1,2,1,1,3,0
3649,2,2,1,1,9,0
3650,3,1,1,1,18,0
3651,2,2,2,2,4,0
3652,3,1,2,1,19,1
3653,3,2,1,1,16,0
3654,2,2,2,2,7,0
3655,2,2,2,1,14,0
3656,3,2,2,2,1,0
3657,3,2,2,2,4,0
3658,1,2,1,1,18,0
3659,2,1,2,1,18,0
3660,3,1,1,1,19,0
3661,1,2,2,1,20,0
3662,3,2,1,1,18,0
3663,2,2,1,1,9,0
3664,1,2,2,1,11,0
3665,3,2,1,1,10,1
3666,2,1,2,1,9,0
3667,1,2,2,2,11,0
3668,3,1,1,1,7,0
3669,3,1,1,1,4,0
3670,2,1,2,2,4,0
3671,1,1,1,1,3,0
3672,3,2,2,2,19,0
3673,1,2,2,2,13,0
3674,2,2,2,1,9,0
3675,3,1,2,1,16,0
3676,3,2,2,2,16,0
3677,1,2,1,1,15,0
3678,1,2,2,2,2,0
3679,1,1,1,1,20,0
3680,1,1,1,1,7,1
3681,2,2,2,2,7,0
3682,1,2,1,1,3,0
3683,2,2,1,1,4,0
3684,1,1,1,1,18,0
3685,2,2,2,2,20,0
3686,3,2,2,1,12,0
3687,3,1,1,1,7,0
3688,2,1,1,1,14,0
3689,1,1,2,2,18,0
3690,1,1,2,1,17,0
3691,2,1,1,1,11,0
3692,1,2,1,1,2,0
3693,3,1,2,1,9,1
3694,1,2,2,2,7,1
3695,3,1,2,2,2,0
3696,1,2,2,1,17,0
3697,3,2,1,1,1,1
3698,2,2,1,1,20,0
3699,3,2,2,2,16,0
3700,1,1,1,1,9,1
3701,2,2,1,1,6,0
3702,1,2,2,1,17,1
3703,1,1,2,1,16,0
3704,2,1,2,1,13,0
3705,3,1,2,2,6,0
3706,1,2,2,1,6,0
3707,3,2,1,1,1,0
3708,1,2,2,2,5,0
3709,2,2,1,1,4,0
3710,2,2,2,1,20,0
3711,3,1,2,2,10,0
3712,3,2,2,2,6,1
3713,1,1,2,1,2,0
3714,1,1,2,1,14,1
3715,3,1,2,1,1,0
3716,3,1,1,1,12,0
3717,3,2,1,1,10,0
3718,1,1,1,1,10,0
3719,3,2,2,2,15,1
3720,3,1,2,2,16,1
3721,1,2,2,1,12,0
3722,3,2,2,2,17,0
3723,2,2,1,1,12,0
3724,3,2,2,1,7,1
3725,3,2,1,1,2,1
3726,3,1,1,1,8,0
3727,1,2,1,1,13,0
3728,1,1,2,2,4,0
3729,2,1,2,2,12,0
3730,1,2,2,1,18,0
3731,1,2,1,1,7,0
3732,2,1,1,1,19,1
3733,3,1,2,2,1,0
3734,3,2,1,1,8,0
3735,2,2,2,2,11,0
3736,2,1,2,2,6,0
3737,3,2,1,1,20,0
3738,2,1,1,1,20,1
3739,1,2,2,1,14,0
3740,1,1,1,1,5,1
3741,1,1,1,1,9,0
3742,3,1,1,1,19,0
3743,2,2,2,1,12,0
3744,2,1,2,2,1,0
3745,2,1,2,1,1,0
3746,3,1,2,2,11,0
3747,3,2,2,1,17,0
3748,2,1,2,2,18,0
3749,2,1,1,1,11,0
3750,1,2,1,1,7,0
3751,3,1,1,1,17,0
3752,1,2,1,1,9,1
3753,2,2,1,1,4,0
3754,2,2,1,1,3,0
3755,3,2,1,1,8,0
3756,3,1,2,2,1,0
3757,2,2,1,1,6,0
3758,1,1,2,1,6,0
3759,3,1,1,1,15,0
3760,3,2,1,1,16,0
3761,2,1,1,1,1,0
3762,1,2,2,1,18,0
3763,2,2,1,1,17,0
3764,2,2,1,1,12,0
3765,3,1,2,2,7,0
3766,2,1,2,2,11,0
3767,2,1,2,2,9,0
3768,3,1,2,2,15,1
3769,1,2,1,1,13,0
3770,2,2,2,1,5,0
3771,3,2,2,2,8,0
3772,3,2,2,2,16,0
3773,3,2,1,1,16,0
3774,3,1,1,1,3,0
3775,3,1,2,1,8,0
3776,2,2,1,1,5,1
3777,3,2,1,1,5,1
3778,1,1,2,2,8,0
3779,1,2,2,2,8,1
3780,3,1,2,2,9,0
3781,1,2,1,1,18,1
3782,2,2,1,1,1,1
3783,3,1,1,1,4,0
3784,2,1,2,2,8,0
3785,3,1,1,1,2,0
3786,1,1,1,1,2,0
3787,1,2,2,2,17,0
3788,1,2,1,1,12,1
3789,3,1,2,2,1,0
3790,1,1,2,2,14,0
3791,3,1,1,1,5,0
3792,1,1,2,1,2,0
3793,3,1,2,2,9,0
