custid,veh,house,selfemp,account,deposit,emp,address,branch,ref
2042,1,1,2,1,1,16,31,1,2
2043,1,2,1,2,2,7,6,1,2
2044,1,1,2,1,2,5,7,1,2
2045,2,2,1,2,2,28,26,1,1
2046,1,1,1,2,1,0,2,1,1
2047,2,2,1,1,1,11,7,2,1
2048,1,1,1,2,1,7,7,1,2
2049,2,2,2,2,1,11,17,1,2
2050,1,2,1,1,1,5,7,2,2
2051,1,2,2,1,2,7,7,1,2
2052,1,2,2,1,2,4,9,1,1
2053,2,1,2,2,2,13,11,1,2
2054,1,1,2,2,2,3,1,1,1
2055,1,2,2,1,2,11,3,2,2
2056,2,1,1,1,2,16,5,2,2
2057,2,1,1,2,1,12,9,1,1
2058,2,1,1,2,2,17,10,2,2
2059,2,1,1,2,2,4,5,2,2
2060,2,2,1,2,2,13,9,1,2
2061,1,2,2,2,1,3,4,1,2
2062,2,2,2,2,1,1,13,1,1
2063,1,2,2,1,1,7,8,1,1
2064,2,2,2,1,2,12,13,1,2
2065,1,1,2,1,2,16,2,1,2
2066,2,2,1,1,2,24,10,2,2
2067,2,2,2,1,2,21,14,1,2
2068,1,1,1,1,1,0,12,2,1
2069,2,2,1,1,1,7,14,2,1
2070,2,2,2,2,2,10,5,1,2
2071,1,1,2,1,1,3,5,2,2
2072,1,1,1,2,1,0,8,1,2
2073,1,2,2,1,1,7,1,1,1
2074,2,1,1,1,1,0,5,2,1
2075,1,2,1,1,1,4,5,2,2
2076,1,2,1,1,1,30,8,2,1
2077,1,2,1,1,2,9,1,2,2
2078,1,2,1,2,1,7,10,1,2
2079,2,1,1,2,1,9,8,2,1
2080,2,1,1,2,1,18,5,1,2
2081,2,2,1,2,2,7,3,2,2
2082,2,2,2,1,1,4,0,1,2
2083,1,2,1,2,2,1,17,2,2
2084,1,2,1,1,2,2,1,2,1
2085,1,1,2,1,2,18,11,1,1
2086,1,2,1,2,2,8,6,2,2
2087,2,1,1,1,2,2,5,2,2
2088,1,2,1,2,1,10,2,1,1
2089,2,1,1,2,2,13,12,1,2
2090,2,1,1,1,1,5,3,1,2
2091,2,1,1,1,2,0,5,1,1
2092,1,2,1,1,2,32,9,2,2
2093,2,2,1,2,1,0,26,1,1
2094,1,2,1,1,1,1,2,2,2
2095,1,1,1,1,1,6,2,2,2
2096,2,2,2,2,1,6,16,1,2
2097,1,2,2,2,2,6,4,1,1
2098,1,1,2,2,1,15,4,2,2
2099,1,2,1,2,2,19,22,2,1
2100,2,2,2,1,2,12,14,2,1
2101,2,2,2,1,1,18,13,2,1
2102,2,1,1,1,1,10,7,1,1
2103,1,2,1,1,2,16,14,1,2
2104,2,2,1,2,1,16,14,2,2
2105,1,2,1,2,1,3,1,2,2
2106,1,1,2,1,1,5,6,2,2
2107,2,1,1,1,2,20,10,1,1
2108,2,2,1,1,1,12,11,1,2
2109,1,2,1,2,1,4,4,2,1
2110,2,2,1,2,1,0,14,1,2
2111,1,1,1,2,1,0,1,1,2
2112,2,1,1,1,1,5,1,1,2
2113,1,1,1,2,1,25,14,2,1
2114,2,1,1,2,2,6,10,2,1
2115,2,1,2,1,1,23,15,1,2
2116,2,2,2,1,1,9,7,2,2
2117,2,1,2,1,1,13,6,2,1
2118,1,1,1,2,1,24,19,2,1
2119,1,1,1,2,1,7,9,1,1
2120,1,1,2,1,2,1,21,2,2
2121,2,2,2,1,2,23,3,2,2
2122,2,2,2,1,2,18,21,2,1
2123,1,1,1,1,1,4,7,2,2
2124,2,1,1,2,2,8,6,2,1
2125,1,1,1,2,2,1,2,2,1
2126,1,1,2,1,2,0,3,2,2
2127,2,1,2,1,1,10,26,1,1
2128,2,1,1,1,1,26,21,1,1
2129,2,1,2,2,2,13,9,1,1
2130,2,2,2,2,2,3,2,2,1
2131,1,1,2,1,1,4,16,2,1
2132,1,2,1,2,2,2,10,2,2
2133,2,2,1,1,2,2,7,1,1
2134,2,1,1,2,1,9,5,2,2
2135,1,2,1,1,1,8,1,2,2
2136,2,1,1,1,2,7,8,2,2
2137,2,1,1,1,1,10,5,1,1
2138,2,2,1,1,1,13,2,2,1
2139,1,1,2,2,2,1,8,1,1
2140,1,1,2,2,1,23,6,2,1
2141,1,1,2,2,1,8,2,1,1
2142,1,2,1,1,2,18,3,2,1
2143,1,2,2,1,2,7,23,1,1
2144,2,2,2,2,2,19,6,2,1
2145,1,2,1,1,2,1,1,1,1
2146,1,1,1,2,1,0,1,2,1
2147,2,2,2,2,2,14,16,1,1
2148,1,2,1,2,1,5,2,2,2
2149,1,2,1,2,2,1,2,1,1
2150,1,1,1,1,2,19,2,2,2
2151,2,1,2,1,2,2,11,2,2
2152,2,2,1,2,2,1,13,1,1
2153,1,2,1,1,2,17,19,1,2
2154,2,2,2,2,2,4,19,2,2
2155,2,1,2,2,1,4,3,2,2
2156,1,1,1,2,2,2,3,2,1
2157,1,2,2,1,1,10,1,2,1
2158,2,2,2,2,2,17,13,2,1
2159,1,1,1,2,1,19,6,2,1
2160,2,1,1,1,1,11,21,1,1
2161,2,2,2,1,1,9,11,2,1
2162,1,1,1,2,1,14,1,1,2
2163,2,1,2,2,2,5,0,2,1
2164,1,2,2,2,1,5,9,1,2
2165,1,2,1,2,2,6,8,2,2
2166,2,1,1,1,2,12,6,1,1
2167,2,1,2,1,1,2,4,1,1
2168,1,1,2,1,1,20,9,1,1
2169,1,2,2,2,1,8,3,1,2
2170,2,1,1,1,2,1,2,1,2
2171,2,2,1,1,2,4,9,1,2
2172,1,1,1,2,2,6,9,2,2
2173,2,2,2,1,2,27,21,1,1
2174,1,1,2,2,1,1,5,1,2
2175,1,1,2,1,2,13,11,1,1
2176,2,2,2,1,2,13,25,2,2
2177,2,1,2,2,2,2,1,1,2
2178,1,2,2,2,2,2,10,1,1
2179,2,1,2,2,2,14,3,1,1
2180,1,2,1,1,2,15,11,1,1
2181,1,1,1,2,1,5,4,1,1
2182,2,1,2,1,2,12,13,2,2
2183,1,2,1,1,1,7,3,2,1
2184,2,2,2,2,1,5,16,1,1
2185,1,1,2,1,2,5,4,2,2
2186,2,2,1,2,2,10,16,2,2
2187,2,2,1,2,2,5,4,1,2
2188,1,2,1,1,2,5,17,2,2
2189,2,1,1,1,2,13,13,2,1
2190,2,2,1,1,1,0,2,1,2
2191,2,1,1,2,2,4,10,1,1
2192,2,2,1,1,1,1,6,2,1
2193,1,1,1,2,1,5,6,1,2
2194,2,1,1,1,2,0,6,1,1
2195,2,2,1,2,2,2,1,1,1
2196,2,2,2,2,2,18,7,1,2
2197,2,2,2,1,2,13,0,2,1
2198,1,2,2,2,1,15,9,2,2
2199,1,2,1,2,2,4,10,1,1
2200,1,1,1,2,1,4,6,2,2
2201,1,1,2,2,1,23,10,1,2
2202,1,2,2,2,2,7,10,1,1
2203,2,1,1,2,2,9,8,2,1
2204,1,2,1,2,1,22,11,2,1
2205,2,1,2,1,2,23,17,2,2
2206,2,1,2,2,1,9,17,1,2
2207,2,2,1,2,2,10,18,2,1
2208,2,1,1,2,2,5,8,1,1
2209,1,1,2,2,1,13,14,1,1
2210,2,1,2,2,2,10,13,1,2
2211,2,1,1,2,1,2,5,1,2
2212,2,1,1,2,2,7,1,1,1
2213,2,1,2,2,2,1,3,2,2
2214,2,1,1,1,2,12,11,2,1
2215,1,1,1,1,2,16,26,2,2
2216,2,2,1,2,2,5,6,2,2
2217,2,1,1,2,2,9,9,1,1
2218,1,1,2,1,2,15,17,2,1
2219,2,1,2,2,1,0,5,1,1
2220,2,1,2,1,2,1,0,2,1
2221,1,2,2,2,2,12,19,1,1
2222,2,1,2,1,2,3,1,2,1
2223,1,2,2,2,1,7,4,2,1
2224,1,1,2,2,2,2,5,1,1
2225,1,2,2,1,1,6,10,1,1
2226,2,2,2,1,1,7,12,2,1
2227,1,2,2,1,2,8,3,2,1
2228,1,1,2,2,1,10,4,1,2
2229,2,1,1,2,1,6,2,1,1
2230,1,2,1,2,1,20,3,1,2
2231,2,1,2,2,2,2,7,2,2
2232,1,2,1,2,1,5,10,2,2
2233,1,2,2,2,1,19,20,1,1
2234,2,1,2,2,1,17,21,2,1
2235,2,2,2,2,2,8,3,1,1
2236,2,2,1,1,2,7,8,2,2
2237,2,2,1,1,2,1,1,1,1
2238,2,1,2,2,1,14,2,2,2
2239,2,2,2,2,1,8,11,2,2
2240,1,1,1,2,2,4,4,2,2
2241,1,2,1,2,2,1,2,2,2
2242,2,2,1,1,1,10,6,2,1
2243,1,1,2,2,1,16,23,1,1
2244,1,1,2,2,1,12,9,1,1
2245,2,2,1,1,1,17,17,1,2
2246,1,2,1,1,2,6,4,1,1
2247,1,1,1,1,1,1,3,2,1
2248,2,2,2,2,2,3,9,1,2
2249,1,2,1,2,1,12,1,2,2
2250,2,2,1,2,2,9,4,2,1
2251,2,1,2,1,2,15,15,2,1
2252,1,2,1,1,2,14,24,1,1
2253,1,1,1,2,1,5,11,2,1
2254,1,2,1,2,1,9,7,2,1
2255,2,1,1,1,2,3,6,1,2
2256,1,2,2,1,1,13,4,1,1
2257,1,2,2,1,2,12,11,2,1
2258,1,1,2,2,2,10,2,2,2
2259,1,2,1,2,1,9,5,2,1
2260,2,2,2,2,1,9,5,1,2
2261,1,1,2,2,2,4,0,1,1
2262,2,2,2,1,1,6,10,2,1
2263,1,1,2,2,1,3,1,1,2
2264,1,1,1,1,2,8,6,1,2
2265,2,1,2,1,1,2,9,2,2
2266,2,2,1,2,1,13,11,1,1
2267,1,1,1,2,1,5,2,2,2
2268,2,1,1,1,2,4,9,1,2
2269,1,2,1,2,2,15,4,1,2
2270,2,2,1,1,2,16,10,1,1
2271,1,2,2,2,2,8,9,2,1
2272,2,2,1,1,2,5,10,1,2
2273,2,2,1,1,1,2,1,2,2
2274,1,1,1,2,2,15,7,1,2
2275,2,1,2,2,2,6,14,2,1
2276,1,1,1,1,1,7,1,1,1
2277,1,1,1,2,1,1,2,1,1
2278,2,1,1,1,2,8,2,2,2
2279,1,2,1,2,1,14,5,1,1
2280,2,1,1,2,2,3,14,2,1
2281,2,1,1,1,2,13,10,2,1
2282,2,1,2,2,2,8,19,1,1
2283,1,2,2,1,2,16,22,2,1
2284,1,1,1,2,1,11,6,1,2
2285,2,2,1,2,2,1,8,1,1
2286,2,1,1,1,2,13,10,2,1
2287,2,2,1,2,2,14,21,2,2
2288,1,1,2,1,2,12,8,1,1
2289,1,2,1,1,2,2,4,2,2
2290,1,1,2,1,1,20,3,1,2
2291,1,2,1,1,2,4,3,1,1
2292,2,2,1,2,1,2,9,1,2
2293,1,2,2,1,1,11,0,1,1
2294,1,2,2,2,2,1,7,2,1
2295,2,2,1,1,2,14,3,2,1
2296,2,1,1,1,2,4,0,2,2
2297,1,2,1,1,2,1,1,2,2
2298,2,1,1,1,2,9,10,1,1
2299,1,2,1,2,1,8,28,2,2
2300,2,1,2,1,2,7,6,1,1
2301,1,2,2,2,1,3,7,2,1
2302,2,1,2,1,1,8,10,1,1
2303,2,1,1,2,2,4,23,2,1
2304,2,2,2,1,2,0,18,2,1
2305,2,1,2,2,1,8,1,2,2
2306,1,2,2,2,2,18,11,2,1
2307,1,2,1,1,2,7,7,1,1
2308,2,2,2,2,1,7,7,2,2
2309,1,2,2,2,2,15,11,1,2
2310,1,1,2,1,1,7,0,2,1
2311,1,1,2,1,1,17,7,1,2
2312,1,1,1,1,2,5,3,1,2
2313,1,1,1,2,1,1,10,1,1
2314,2,1,1,1,2,6,3,1,1
2315,1,2,2,1,1,17,4,1,1
2316,1,1,2,2,1,12,8,2,2
2317,2,2,2,1,1,15,26,1,2
2318,2,2,2,2,1,21,23,1,2
2319,1,2,1,1,1,7,9,1,1
2320,2,1,2,1,1,0,6,2,2
2321,1,2,2,2,1,11,7,1,2
2322,1,2,2,1,2,1,28,1,2
2323,1,1,2,1,2,18,27,1,2
2324,2,2,1,2,2,5,6,2,1
2325,1,2,1,2,1,10,5,1,1
2326,2,1,2,2,2,5,2,2,1
2327,1,1,2,1,1,10,9,2,1
2328,1,1,2,2,1,6,7,2,1
2329,1,2,2,2,1,0,4,1,2
2330,2,2,1,1,1,8,3,2,1
2331,2,2,1,1,2,9,10,1,1
2332,2,1,1,1,2,4,12,1,1
2333,1,1,1,1,2,9,16,2,2
2334,2,1,1,2,1,5,2,2,1
2335,1,1,2,1,1,12,9,1,1
2336,2,2,1,2,2,8,0,1,1
2337,2,2,1,2,1,5,3,2,1
2338,1,1,1,2,1,2,12,1,2
2339,1,2,2,1,2,11,4,2,1
2340,2,1,2,2,2,7,19,2,1
2341,1,2,2,2,2,5,5,1,2
2342,2,2,1,2,2,10,11,2,1
2343,1,1,1,1,2,8,11,2,2
2344,1,1,2,1,2,21,20,2,1
2345,1,2,1,1,2,4,4,1,1
2346,2,2,1,2,1,13,5,2,1
2347,1,2,1,1,1,15,17,2,1
2348,1,2,1,1,2,6,3,1,2
2349,1,1,1,2,1,15,11,1,1
2350,1,2,1,1,2,10,17,2,2
2351,1,2,2,2,2,23,18,1,2
2352,2,2,2,2,1,13,3,2,2
2353,2,2,2,2,2,14,4,1,1
2354,2,1,1,1,2,2,1,2,1
2355,1,1,1,1,2,6,13,1,1
2356,2,2,1,1,2,20,1,2,1
2357,1,2,2,1,1,19,20,2,1
2358,1,2,1,1,1,2,15,1,1
2359,2,2,1,1,1,17,25,1,1
2360,2,1,1,1,1,11,3,2,2
2361,1,1,1,2,2,16,2,2,1
2362,2,2,2,1,1,8,6,2,2
2363,1,1,1,2,1,8,7,2,2
2364,2,2,2,1,2,10,11,1,2
2365,1,1,2,1,2,10,7,1,2
2366,2,2,1,2,1,8,1,2,1
2367,2,1,2,2,2,1,1,2,1
2368,2,1,1,1,2,10,8,2,1
2369,1,1,2,2,1,2,10,2,1
2370,1,1,1,1,1,19,16,1,2
2371,2,1,1,2,1,22,23,1,2
2372,2,1,1,1,1,5,1,2,1
2373,2,2,2,1,2,6,4,2,2
2374,1,2,2,2,2,16,10,1,2
2375,2,2,1,1,2,7,8,1,2
2376,2,2,1,2,1,1,1,2,1
2377,2,2,2,1,1,2,7,1,1
2378,2,1,2,1,1,14,0,1,1
2379,1,1,1,1,1,1,11,1,1
2380,2,1,1,1,2,13,2,1,1
2381,2,1,1,1,2,11,6,2,2
2382,2,2,1,1,1,16,2,1,2
2383,1,1,2,1,2,8,4,1,1
2384,2,2,1,2,2,2,8,2,2
2385,2,1,2,2,2,10,1,1,1
2386,2,2,1,2,1,9,16,1,2
2387,2,1,2,1,2,12,8,1,1
2388,2,1,1,1,1,2,17,1,2
2389,2,2,2,2,1,16,16,2,1
2390,1,1,1,2,2,11,6,2,1
2391,1,1,1,2,1,3,4,2,2
2392,2,2,2,1,1,9,8,1,1
2393,2,1,1,1,2,20,25,1,1
2394,2,1,1,2,2,5,2,2,2
2395,2,1,1,2,2,11,12,2,1
2396,1,1,2,1,2,11,14,2,2
2397,2,1,1,2,2,4,2,2,1
2398,1,1,1,1,2,0,10,1,2
2399,1,1,2,1,2,5,5,1,1
2400,2,1,2,1,1,20,3,1,2
2401,2,2,2,1,1,29,18,1,1
2402,1,2,1,2,1,7,25,1,1
2403,2,1,1,1,2,22,19,2,2
2404,2,2,2,1,1,7,3,1,2
2405,1,2,1,1,2,5,2,1,2
2406,2,2,1,2,1,9,4,2,2
2407,2,1,1,2,1,11,12,2,1
2408,1,2,1,1,2,17,20,2,1
2409,2,1,2,2,1,10,2,1,2
2410,2,1,2,1,2,4,20,2,1
2411,1,2,1,1,1,19,16,1,1
2412,1,2,1,2,1,18,8,2,2
2413,1,2,2,1,2,3,0,2,1
2414,2,2,1,2,2,7,9,1,1
2415,1,1,1,1,2,2,6,2,1
2416,2,1,1,1,1,5,15,2,2
2417,2,1,2,2,2,17,4,1,2
2418,1,2,2,1,2,0,2,1,1
2419,1,2,2,2,2,5,16,1,1
2420,2,2,1,1,2,4,2,1,1
2421,1,1,2,1,2,8,4,1,1
2422,1,2,2,1,2,4,4,1,1
2423,2,1,2,2,1,16,22,1,2
2424,1,2,2,2,1,1,8,1,1
2425,2,1,1,1,2,5,12,2,2
2426,1,2,1,2,2,26,13,2,2
2427,2,2,1,1,1,13,7,1,2
2428,2,1,1,2,2,2,5,2,2
2429,1,1,2,2,1,1,9,1,2
2430,1,1,2,1,2,9,6,1,2
2431,2,2,1,2,1,1,1,2,2
2432,2,1,2,1,1,3,3,2,2
2433,1,1,2,1,1,2,5,1,1
2434,1,1,2,1,1,0,5,2,2
2435,1,1,1,2,1,17,9,2,1
2436,2,2,1,2,2,11,2,2,1
2437,2,2,1,1,2,7,17,2,1
2438,2,1,1,1,1,20,13,2,1
2439,2,2,1,2,1,7,9,1,1
2440,2,1,2,1,1,5,3,2,1
2441,1,2,2,1,2,7,20,2,1
2442,1,2,2,2,2,5,9,2,2
2443,1,1,2,2,2,15,20,2,1
2444,2,2,1,2,2,5,4,2,1
2445,2,1,2,2,2,19,5,1,2
2446,2,2,1,2,1,1,9,2,2
2447,1,1,2,2,2,4,1,1,1
2448,2,1,1,1,1,10,13,1,2
2449,2,1,2,2,2,4,9,1,2
2450,2,2,2,2,1,2,1,1,2
2451,2,1,1,2,1,9,21,1,2
2452,1,2,1,2,1,1,4,1,2
2453,1,2,1,1,2,11,9,1,2
2454,1,2,2,1,1,7,13,2,2
2455,2,2,1,2,2,19,6,1,1
2456,1,2,1,1,1,7,6,1,2
2457,1,1,1,1,1,2,16,2,2
2458,1,2,1,2,1,1,3,1,2
2459,2,1,2,1,2,10,11,2,1
2460,1,2,1,1,1,1,1,2,2
2461,2,2,2,1,2,13,8,1,2
2462,1,1,1,1,1,15,3,2,1
2463,2,2,2,1,2,7,8,1,1
2464,1,1,2,1,1,3,23,1,1
2465,1,1,2,1,1,0,19,1,1
2466,1,2,2,2,1,4,14,2,2
2467,2,1,2,2,2,6,13,1,1
2468,1,1,1,1,2,18,10,1,2
2469,2,1,2,2,2,19,10,1,2
2470,1,2,1,2,2,23,5,1,2
2471,2,1,1,2,2,14,11,2,1
2472,2,2,1,2,2,7,5,2,2
2473,1,1,2,1,1,9,11,1,2
2474,1,1,2,1,2,14,8,1,2
2475,1,1,2,2,1,20,18,2,1
2476,1,1,1,1,2,1,4,2,1
2477,1,1,2,1,1,7,15,2,2
2478,2,1,1,2,1,1,0,1,1
2479,2,1,1,2,1,15,2,2,2
2480,2,1,2,2,1,10,6,2,2
2481,2,1,2,1,1,12,8,1,1
2482,2,1,2,2,2,13,20,2,2
2483,1,1,1,1,1,3,13,2,1
2484,2,2,2,1,1,4,4,1,1
2485,2,2,2,2,2,9,1,1,1
2486,2,1,2,1,1,4,12,1,2
2487,2,2,1,2,2,7,3,2,2
2488,1,2,2,1,2,16,1,2,1
2489,2,2,1,2,1,7,10,2,2
2490,1,1,1,2,2,13,8,1,1
2491,2,1,2,2,2,22,4,2,2
2492,1,1,2,1,1,2,6,1,1
2493,1,1,2,1,1,3,15,1,1
2494,2,2,2,2,2,5,30,1,2
2495,1,2,2,2,2,9,1,1,1
2496,2,1,2,2,1,5,6,1,2
2497,2,2,2,1,1,14,8,2,2
2498,2,1,1,2,1,11,6,1,2
2499,2,2,1,1,2,1,7,1,2
2500,2,2,1,2,2,2,2,2,2
2501,1,1,1,1,2,0,4,2,2
2502,1,1,2,1,2,4,14,1,2
2503,2,1,2,2,2,5,2,1,1
2504,1,1,2,2,1,0,9,2,2
2505,1,2,1,1,1,19,11,2,2
2506,1,1,2,1,2,17,14,2,1
2507,2,1,1,2,1,13,3,1,2
2508,1,1,1,1,1,0,9,1,2
2509,1,1,1,1,2,13,13,2,1
2510,2,2,1,1,1,11,4,2,1
2511,2,1,2,2,1,22,27,1,1
2512,1,2,1,2,2,22,24,2,1
2513,1,1,1,2,2,14,18,2,1
2514,2,2,2,2,2,0,7,1,1
2515,2,2,1,2,2,1,8,2,1
2516,1,1,1,2,2,9,4,1,1
2517,1,1,1,1,1,1,1,1,2
2518,1,2,1,2,1,5,3,2,1
2519,1,1,2,1,2,11,5,1,1
2520,2,2,2,2,1,19,7,1,1
2521,2,2,2,2,1,1,16,1,1
2522,1,2,1,2,2,16,10,2,2
2523,2,1,1,2,2,4,8,1,2
2524,2,1,2,1,2,8,8,1,2
2525,1,2,1,2,2,1,5,2,2
2526,2,1,2,2,1,9,1,2,1
2527,1,2,2,2,2,0,1,1,1
2528,2,2,2,1,1,16,7,2,1
2529,2,1,2,1,1,3,1,1,1
2530,1,2,2,1,1,21,2,1,1
2531,2,1,2,1,2,13,6,2,1
2532,2,2,2,2,2,12,6,2,2
2533,2,1,1,2,2,9,4,2,2
2534,2,1,2,1,1,1,9,1,1
2535,1,2,1,1,1,10,16,1,2
2536,1,2,1,2,1,1,3,1,2
2537,1,1,1,1,2,0,5,1,2
2538,2,1,1,1,2,19,14,2,1
2539,2,2,1,2,2,9,2,1,2
2540,2,2,2,1,2,16,13,2,2
2541,1,1,1,1,2,22,1,2,2
2542,2,1,1,2,2,11,11,1,2
2543,1,2,2,2,1,23,1,2,2
2544,1,2,1,2,2,3,3,2,2
2545,2,2,1,1,2,19,14,1,1
2546,1,1,1,1,1,11,20,2,1
2547,2,1,1,2,2,5,10,2,2
2548,2,2,1,1,2,7,13,1,2
2549,1,2,1,2,1,3,14,1,2
2550,1,1,1,1,2,2,2,2,2
2551,1,2,2,1,2,26,17,2,2
2552,1,2,1,1,2,6,10,2,2
2553,2,2,1,1,2,12,18,1,1
2554,2,1,2,1,2,0,9,2,2
2555,2,1,1,1,2,2,15,1,1
2556,2,2,2,2,2,0,11,2,2
2557,2,2,2,2,1,9,16,2,1
2558,2,2,1,2,1,4,4,2,2
2559,1,1,2,2,1,2,27,1,2
2560,2,2,2,1,2,11,3,1,1
2561,1,2,1,1,1,9,0,2,1
2562,2,2,1,1,2,0,2,2,2
2563,1,1,2,2,2,9,3,2,1
2564,1,1,1,2,1,9,2,2,1
2565,2,2,2,1,2,1,23,1,1
2566,2,2,1,2,2,4,2,2,2
2567,1,2,2,1,1,17,27,2,2
2568,2,1,2,1,1,6,1,1,2
2569,1,2,1,2,2,7,11,2,1
2570,1,1,2,1,1,3,1,2,1
2571,2,2,1,2,1,7,6,2,1
2572,2,2,2,1,2,1,3,2,2
2573,2,1,1,2,1,13,3,1,1
2574,2,1,1,1,1,2,0,2,1
2575,2,1,2,1,2,14,0,2,1
2576,2,1,2,1,1,12,17,1,2
2577,1,2,2,1,1,4,2,1,2
2578,1,2,2,2,2,5,6,1,2
2579,1,1,2,2,2,28,22,2,1
2580,1,1,1,2,2,22,16,2,1
2581,2,1,1,1,1,9,21,2,2
2582,1,2,2,2,1,2,4,1,2
2583,2,1,2,1,1,6,4,1,2
2584,1,2,2,1,2,7,2,2,1
2585,2,1,2,1,2,6,18,2,1
2586,2,1,1,1,2,5,10,2,1
2587,1,2,1,2,1,2,9,2,2
2588,2,2,1,1,1,10,13,2,1
2589,2,2,2,1,1,0,16,2,2
2590,1,1,1,1,1,15,32,2,1
2591,2,2,2,1,2,14,14,2,1
2592,2,1,1,2,1,14,14,2,1
2593,1,2,1,1,1,1,3,1,1
2594,2,1,2,2,2,12,14,1,2
2595,2,2,1,2,1,4,2,2,2
2596,1,2,2,2,2,5,10,1,2
2597,1,1,2,1,1,13,9,1,1
2598,2,1,2,1,2,13,5,1,1
2599,2,2,2,2,2,0,3,2,1
2600,2,2,2,2,1,6,1,1,1
2601,2,1,1,1,2,1,1,2,2
2602,2,2,1,2,2,4,12,1,1
2603,1,2,2,2,2,6,23,2,2
2604,2,1,2,2,2,3,20,1,2
2605,2,2,2,2,2,2,3,1,1
2606,1,1,1,1,2,3,6,2,2
2607,2,1,2,1,1,19,26,2,2
2608,1,1,1,1,1,9,2,1,1
2609,1,2,1,2,1,2,5,1,1
2610,1,2,1,1,1,20,12,2,1
2611,2,1,1,2,2,4,2,1,1
2612,2,2,2,1,2,14,8,2,2
2613,2,1,2,1,2,6,10,2,2
2614,1,1,2,2,1,7,10,2,2
2615,2,2,1,1,2,14,2,1,2
2616,2,2,1,1,1,12,1,1,1
2617,2,2,1,1,2,23,9,2,2
2618,2,1,2,2,2,0,19,2,1
2619,2,1,2,1,1,7,23,1,2
2620,1,1,2,2,2,10,0,2,2
2621,2,1,2,2,2,7,5,1,1
2622,1,1,2,2,2,5,7,1,1
2623,1,2,2,2,2,5,7,1,1
2624,2,1,2,2,2,17,23,2,1
2625,1,2,2,1,1,3,6,2,2
2626,1,1,1,2,1,7,12,1,2
2627,2,2,1,1,2,10,9,2,1
2628,1,1,2,2,1,4,10,1,2
2629,1,2,2,1,2,32,15,1,1
2630,1,2,1,2,2,5,3,1,1
2631,2,2,2,1,1,6,11,1,2
2632,2,2,2,1,1,1,4,1,2
2633,2,2,2,2,2,2,13,1,1
2634,2,2,2,1,1,10,8,1,2
2635,2,1,1,2,2,2,16,2,1
2636,2,1,1,2,1,15,1,1,1
2637,2,1,1,2,1,10,8,2,1
2638,2,2,2,2,1,6,5,1,1
2639,1,2,2,2,2,18,23,1,2
2640,1,1,2,1,1,3,0,2,1
2641,2,2,2,2,1,17,10,1,1
2642,1,2,1,1,1,11,3,2,1
2643,1,1,2,1,2,13,10,1,1
2644,1,1,2,2,1,5,4,2,1
2645,2,2,2,2,2,14,18,2,1
2646,2,2,1,2,1,11,24,2,2
2647,1,1,2,1,1,9,8,2,2
2648,1,2,1,2,2,10,18,1,1
2649,1,1,1,1,1,5,12,2,1
2650,1,2,2,2,1,12,12,2,2
2651,2,1,1,1,1,0,5,2,1
2652,2,2,1,1,2,0,2,1,1
2653,1,2,2,1,2,12,3,1,1
2654,1,1,2,1,1,17,23,1,2
2655,2,2,1,1,1,22,21,2,2
2656,1,2,1,1,1,9,2,1,2
2657,2,2,2,1,2,8,0,2,2
2658,1,1,2,2,1,13,18,2,2
2659,1,1,2,2,1,3,3,1,1
2660,2,1,1,1,1,16,18,2,2
2661,1,1,2,2,2,10,5,2,2
2662,1,1,1,1,1,10,13,1,1
2663,2,2,1,1,1,23,11,2,1
2664,2,1,2,2,1,11,9,1,1
2665,2,1,2,2,1,7,3,1,1
2666,1,1,2,1,2,15,11,2,2
2667,1,1,2,1,2,13,19,2,2
2668,2,1,1,1,1,9,27,2,2
2669,2,2,1,2,1,6,4,2,1
2670,1,1,2,2,2,19,34,2,1
2671,2,2,2,1,2,1,1,2,1
2672,2,2,2,1,1,1,0,1,1
2673,2,2,2,1,1,23,2,2,2
2674,2,1,2,1,1,4,5,2,2
2675,2,1,1,2,2,9,0,2,2
2676,1,1,2,2,2,1,0,1,2
2677,1,1,1,1,2,8,1,2,1
2678,1,1,2,1,1,22,4,1,2
2679,2,2,1,2,2,3,2,1,1
2680,1,2,2,1,2,6,18,2,2
2681,1,1,2,2,1,3,10,2,2
2682,2,2,1,2,2,9,4,1,1
2683,1,1,2,1,2,10,1,1,2
2684,1,2,2,2,1,16,14,1,2
2685,2,2,2,2,1,0,2,2,1
2686,1,2,2,1,2,9,3,1,2
2687,1,1,2,1,2,9,4,1,2
2688,1,1,2,1,2,17,1,1,2
2689,2,1,2,2,2,10,9,2,2
2690,2,1,1,1,1,3,7,2,2
2691,2,1,2,2,1,10,1,2,1
2692,2,1,2,1,2,1,0,2,2
2693,2,1,1,1,1,8,11,2,2
2694,2,1,1,1,2,8,2,2,2
2695,2,1,2,1,1,3,0,1,1
2696,1,2,2,1,1,11,16,1,1
2697,1,2,2,1,1,2,2,1,1
2698,2,2,2,2,2,6,0,2,2
2699,2,2,1,1,1,2,10,1,2
2700,1,2,2,1,2,3,4,1,1
2701,1,1,2,2,2,4,18,1,1
2702,1,1,1,1,2,24,13,1,1
2703,2,1,2,1,2,11,6,2,2
2704,1,1,1,2,1,10,14,1,2
2705,2,2,2,1,2,4,6,1,1
2706,1,1,2,2,2,28,8,2,1
